"Source","Enseigne","Adresse_postale","Code_postal","Commune","Telephone","Note_globale","Nombre_d_avis","Horaires_lundi","Horaires_mardi","Horaires_mercredi","Horaires_jeudi","Horaires_vendredi","Horaires_samedi","Horaires_dimanche","Prestations_Boissons","Prestations_Burgers","Prestations_Desserts","Prestations_Grillades","Prestations_Kebab","Prestations_Lahmacun/Pide","Prestations_Pizzas","Prestations_Plats/Assiettes","Prestations_Salades","Prestations_Sandwichs","Services_Accès_handicapés","Services_Broche_faite_Maison","Services_Carte_de_fidélité","Services_Certificat_halal","Services_Frîtes_fraiches_Maison","Services_Groupes_acceptés","Services_Menu_enfant","Services_Pain_fait_Maison","Services_Parking","Services_Réduction_étudiants","Services_Restauration_à_emporter","Services_Restauration_sur_place","Services_Salle_avec_télévision","Services_Salle_climatisée","Services_Service_de_livraison","Services_Terrasse","Services_Thé_offert","Services_Wifi_gratuit","Tarifs","Note_Accueil","Note_Hygiene","Note_Fraicheur","Note_Crudites","Note_Sauces","Note_Viandes","Note_Frites","Note_Pain","Note_Quantite","Note_Qualiteprix"
"https://www.kebab-frites.com/kebab/babatonguz-paris-09.html","Babatonguz","12 Rue fontaine","75009","Paris 09","","4.5","2","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.50€ ","5","4","4","4","3","4","5","4","6","4"
"https://www.kebab-frites.com/kebab/les-sandwichs-turcs-paris-09.html","Les Sandwichs Turcs","88 Rue de Rochechouart","75009","Paris 09","","5.8","1","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","6","6","6","6","6","6","5","6","5","6"
"https://www.kebab-frites.com/kebab/chez-rayan-paris-09.html","Chez Rayan","36 Rue Pierre Semard","75009","Paris 09","","4.3","2","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","5","3","3","4","5","3","5","4","5","5"
"https://www.kebab-frites.com/kebab/achiti-paris-09.html","Achiti","41 rue de Bellefond","75009","Paris 09","01 42 80 15 73","0","2","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 4.50€ ","5","3","3","4","5","4","5","5","4","5"
"https://www.kebab-frites.com/kebab/scarfood-paris-09.html","Scarfood","28 rue pierre fontaine","75009","Paris 09","01 40 16 45 44","4.2","6","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.90€ ","4","4","4","4","4","4","3","4","4","4"
"https://www.kebab-frites.com/kebab/melodie-paris-09.html","Mélodie","22 rue d'Amsterdam","75009","Paris 09","01 42 80 26 93","1.8","3","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ","1","1","1","1","1","1","1","1","1","1"
"https://www.kebab-frites.com/kebab/kemer-paris-09.html","Kemer","53 rue des martyrs","75009","Paris 09","01 53 16 48 65","0","0","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/gallika-paris-09.html","Gallika","7 rue Godot de Mauroy","75009","Paris 09","09 53 88 83 75","0","0","n.c","n.c","n.c","n.c","n.c","n.c","n.c","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/chicken-points-paris-09.html","Chicken Point's","32 Boulevard de Clichy","75009","Paris 09","","0","0","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/delices-maubeuge-paris-09.html","Délices Maubeuge","2 rue condorcet","75009","Paris 09","","0","0","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/kebab-trinite-paris-09.html","Kebab trinité","5 place d'Estienne d'Orves","75009","Paris 09","01 45 26 48 79","0","0","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/le-petit-sultan-paris-09.html","Le Petit Sultan","1 bis rue bleue","75009","Paris 09","01 48 01 67 64","0","0","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 4.50€ ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/chez-jonathan-paris-09.html","Chez Jonathan","24 Rue du Faubourg Montmartre","75009","Paris 09","","0","0","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/restaurant-le-y-paris-09.html","Restaurant le Y","24 rue godot de mauroy","75009","Paris 09","01 42 68 08 51","0","0","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/le-soleil-de-marrakech-paris-09.html","Le soleil de Marrakech","48 Boulevard de Clichy","75009","Paris 09","","0","0","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/resto-en-cas-paris-09.html","Resto En Cas","62 Boulevard de Clichy","75009","Paris 09","","0","0","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/chez-abouhassira-paris-09.html","Chez Abouhassira","4 Rue Geoffroy Marie","75009","Paris 09","","0","0","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/kebab-libanais-pigalle-paris-09.html","Kebab Libanais Pigalle","54 Boulevard de Clichy","75009","Paris 09","","0","0","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/restaurant-as-paris-09.html","Restaurant As","55 Rue du Faubourg Poissonnière","75009","Paris 09","","0","0","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/zarma-paris-09.html","Zarma","64 Rue Jean-Baptiste Pigalle","75009","Paris 09","","0","0","19h00-23h00 12h00-15h00 ","12h00-15h00 19h00-23h00 ","12h00-15h00 19h00-23h00 ","12h00-15h00 19h00-23h00 ","12h00-15h00 19h00-23h00 ","19h00-23h00 12h00-15h00 ","Fermé","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/le-bosphore-paris-09.html","Le Bosphore","57 rue du faubourg montmartre","75009","Paris 09","06 78 92 12 23","0","0","11h00-21h00 ","11h00-21h00 ","11h00-21h00 ","11h00-21h00 ","11h00-21h00 ","11h30-21h00 ","Fermé","OUI","OUI","NON","OUI","OUI","NON","OUI","NON","OUI","OUI","NON","NON","NON","NON","NON","OUI","NON","NON","NON","OUI","OUI","OUI","OUI","NON","NON","NON","NON","NON","Kebab veau et dinde. 5.50€ Lahmacun / Pide avec ou sans suplement. 3.00€ Plats / Assiettes kefta, ticken curry, kebab, merguez, steak, tortillas. 8.00€ Sandwichs panini 5.00€ ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/grill-bosphore-paris-09.html","Grill Bosphore","1 Rue de Budapest","75009","Paris 09","","0","0","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Kebab Kebab + Frites 5.00€ ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/berliner-das-original-paris-09.html","Berliner Das Original","16 Rue Joubert","75009","Paris 09","01 44 52 02 00","0","0","n.c","n.c","n.c","n.c","n.c","n.c","n.c","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/chez-cleopatre-paris-09.html","Chez Cleopatre","46 Rue Condorcet","75009","Paris 09","06 12 64 86 09","0","0","11h00-18h00 ","11h00-18h00 ","11h00-18h00 ","11h00-18h00 ","11h00-18h00 ","11h00-18h00 ","Fermé","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/les-diamantaires-paris-09.html","Les Diamantaires","60 rue la fayette","75009","Paris 09","01 47 70 78 14","0","0","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/chez-les-4-freres-bedri-paris-10.html","Chez Les 4 Frères Bedri","38 Rue Louis Blanc","75010","Paris 10","01 44 72 94 04","5.7","22","08h00-19h00 ","08h00-19h00 ","08h00-19h00 ","08h00-19h00 ","08h00-19h00 ","08h00-19h00 ","Fermé","OUI","NON","NON","OUI","OUI","NON","OUI","NON","OUI","OUI","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.50€ ","5","5","5","5","5","6","5","5","5","5"
"https://www.kebab-frites.com/kebab/ozlem-snack-paris-10.html","Ozlem Snack","57 rue Petites Ecuries","75010","Paris 10","01 47 70 37 87","4.7","4","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","5","6","3","5","5","6","1","5","4","4"
"https://www.kebab-frites.com/kebab/le-plaisir-indien-paris-10.html","Le Plaisir indien","19 Rue du faubourg du temple","75010","Paris 10","01 42 41 89 74","4.5","13","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.50€ ","5","4","4","4","4","4","3","5","4","4"
"https://www.kebab-frites.com/kebab/genc-urfa-durum-paris-10.html","Genç Urfa Durum","11 Rue du Faubourg Saint-Denis","75010","Paris 10","01 42 46 14 57","4.6","5","11h30-22h00 ","11h30-22h00 ","11h30-22h00 ","11h30-22h00 ","11h30-22h00 ","11h30-22h00 ","Fermé","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","4","5","4","5","4","4","3","5","3","4"
"https://www.kebab-frites.com/kebab/delice-degustation-paris-10.html","Délice Dégustation","8 Rue du Faubourg Saint-Denis","75010","Paris 10","","3.9","27","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites + Boisson 6.00€ ","4","3","4","3","3","3","3","4","3","4"
"https://www.kebab-frites.com/kebab/urfa-durum-paris-10.html","Urfa Durum","58 Rue du Faubourg Saint-Denis","75010","Paris 10","","4.7","8","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","5","5","4","5","4","5","3","5","4","4"
"https://www.kebab-frites.com/kebab/la-porte-st-denis-paris-10.html","La porte St Denis","9 Rue du Faubourg Saint-Denis","75010","Paris 10","","4","14","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","4","3","3","3","4","4","3","4","4","4"
"https://www.kebab-frites.com/kebab/grill-istanbul-paris-10.html","Grill Istanbul","219 Rue du Faubourg Saint-Martin","75010","Paris 10","01 48 00 98 10","5.2","3","n.c","n.c","n.c","n.c","n.c","n.c","n.c","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Kebab Menu Kebab + Frites + Boisson 33 cl 6.50€ ","5","5","5","5","4","5","4","4","5","5"
"https://www.kebab-frites.com/kebab/restauration-delices-paris-10.html","Restauration Delices","10 Rue du Faubourg Saint-Denis","75010","Paris 10","","4.3","4","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","5","3","3","4","4","4","4","5","4","5"
"https://www.kebab-frites.com/kebab/le-soleil-danatolie-paris-11.html","Le Soleil d'Anatolie","141, avenue Parmentier","75010","Paris 10","01 42 01 04 70","5.2","3","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","OUI","OUI","NON","NON","NON","NON","OUI","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","OUI","OUI","OUI","NON","NON","NON","NON","NON","Sandwichs Kebab frites avec boisson 7.00€ Kebab avec frites sans boisson 5.00€ ","4","5","5","5","5","5","5","5","5","5"
"https://www.kebab-frites.com/kebab/les-delices-dorient-paris-10.html","Les délices d'Orient","100 boulevard Magenta","75010","Paris 10","","3.8","2","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","5","5","3","3","4","3","3","3","3","4"
"https://www.kebab-frites.com/kebab/planet-istambul-paris-10.html","Planet Istambul","Rue du faubourd du temple","75010","Paris 10","","3.8","1","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ","3","3","6","4","4","4","3","4","3","4"
"https://www.kebab-frites.com/kebab/marmara-restaurant-paris-10.html","Marmara Restaurant","3 rue des Petites Ecuries","75010","Paris 10","01 47 40 33 16","4.2","5","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","3","4","4","4","2","5","4","4","4","4"
"https://www.kebab-frites.com/kebab/restaurant-efes-paris-10.html","Restaurant Efes","25 Rue du faubourd du temple","75010","Paris 10","","4","2","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.00€ ","4","3","3","4","4","4","3","4","4","4"
"https://www.kebab-frites.com/kebab/edessa-paris-10.html","Edessa","255 Rue du Faubourg Saint Martin","75010","Paris 10","09 54 69 81 82","4.6","4","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.00€ ","5","4","4","5","4","4","3","5","4","4"
"https://www.kebab-frites.com/kebab/chez-pounde-paris-10.html","Chez Poundé","114 rue du faubourg poissonière","75010","Paris 10","","6","1","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 4.00€ ","6","6","6","6","6","6","6","6","6","6"
"https://www.kebab-frites.com/kebab/restaurant-sancak-paris-10.html","Restaurant Sancak","39 Rue du Faubourg Saint-Denis","75010","Paris 10","09 52 24 00 90","3.6","4","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.00€ ","5","3","4","4","3","2","3","4","2","4"
"https://www.kebab-frites.com/kebab/kebab-gare-du-nord-paris-10.html","Kebab gare du nord","12 Boulevard de Denain","75010","Paris 10","","4.6","1","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","5","4","4","4","5","5","4","5","5","5"
"https://www.kebab-frites.com/kebab/candirdagi-paris-10.html","Candirdagi","22 rue mazagran","75010","Paris 10","","3.5","4","11h00-20h00 ","11h00-20h00 ","11h00-20h00 ","11h00-20h00 ","11h00-20h00 ","11h00-20h00 ","Fermé","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","3","3","3","3","3","3","3","4","3","3"
"https://www.kebab-frites.com/kebab/merina-paris-10.html","Merina","58 Rue Du Chateau Landon","75010","Paris 10","","5.8","1","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.50€ ","6","6","5","5","6","6","6","6","6","6"
"https://www.kebab-frites.com/kebab/saray-paris-10.html","Saray","75 rue du Faubourg Saint  Denis","75010","Paris 10","01 40 22 91 55","5.6","1","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ","6","6","6","6","6","5","4","6","5","6"
"https://www.kebab-frites.com/kebab/chouchou-paris-10.html","Chouchou","5 Boulevard de Strasbourg","75010","Paris 10","01 47 70 13 81","4.8","1","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.50€ ","3","6","5","5","5","5","4","5","5","5"
"https://www.kebab-frites.com/kebab/restaurant-bircan-paris-10.html","Restaurant Bircan","160 rue du faubourg Saint-Denis","75010","Paris 10","","4.3","1","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.00€ ","5","4","4","4","4","4","4","5","4","5"
"https://www.kebab-frites.com/kebab/chalet-du-nord-paris-10.html","Chalet du Nord","24 rue de Dunkerque","75010","Paris 10","","2.6","1","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 6.00€ ","2","1","1","1","3","4","4","3","4","3"
"https://www.kebab-frites.com/kebab/le-bosphore-paris-10.html","Le Bosphore","8 Rue du 8 mai 1945","75010","Paris 10","","3.1","7","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 4.50€ ","4","3","2","2","3","3","2","2","2","3"
"https://www.kebab-frites.com/kebab/paris-fried-chicken-pfc-paris-10.html","Paris Fried Chicken Pfc","149 Boulevard de la Villette","75010","Paris 10","01 40 36 52 70","2.7","1","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","2","3","3","2","3","3","2","3","3","3"
"https://www.kebab-frites.com/kebab/loasis-du-nord-paris-10.html","L'Oasis Du Nord","11 rue de Dunkerque","75010","Paris 10","01 48 78 54 23","3.3","3","12h00-22h00 ","12h00-22h00 ","12h00-22h00 ","12h00-22h00 ","12h00-22h00 ","12h00-22h00 ","Fermé","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.00€ ","3","2","2","3","3","3","4","3","3","3"
"https://www.kebab-frites.com/kebab/alto-paris-10.html","Alto","223 rue Saint Maur","75010","Paris 10","01 40 40 96 08","1.7","3","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ","1","1","1","3","2","1","1","1","1","2"
"https://www.kebab-frites.com/kebab/le-buffet-cristal-paris-10.html","Le buffet cristal","Rue de Mazagran","75010","Paris 10","","1.7","12","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","2","2","1","1","1","1","2","2","1","2"
